city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Minnetonka,Minnetonka,44.9322,-93.4598,United States,US,USA,Minnesota,,53256.0,1840007831
Twin Falls,Twin Falls,42.5645,-114.4613,United States,US,USA,Idaho,,53219.0,1840021301
Edina,Edina,44.8914,-93.3602,United States,US,USA,Minnesota,,53125.0,1840007822
Westchester,Westchester,25.7471,-80.3523,United States,US,USA,Florida,,53082.0,1840014241
Methuen Town,Methuen Town,42.734,-71.1889,United States,US,USA,Massachusetts,,53043.0,1840031195
Bloomfield,Bloomfield,40.8098,-74.1869,United States,US,USA,New Jersey,,52974.0,1840131592
Normal,Normal,40.5217,-88.9884,United States,US,USA,Illinois,,52908.0,1840009401
Elyria,Elyria,41.376,-82.106,United States,US,USA,Ohio,,52833.0,1840000643
Grand Island,Grand Island,40.9218,-98.3586,United States,US,USA,Nebraska,,52761.0,1840000956
Novato,Novato,38.092,-122.5575,United States,US,USA,California,,52689.0,1840020260
Paramount,Paramount,33.8977,-118.1651,United States,US,USA,California,,52546.0,1840020504
Kyle,Kyle,29.9932,-97.8852,United States,US,USA,Texas,,52439.0,1840020907
Placentia,Placentia,33.8807,-117.8553,United States,US,USA,California,,52384.0,1840020583
Wheaton,Wheaton,39.0492,-77.0573,United States,US,USA,Maryland,,52172.0,1840031295
Kendale Lakes,Kendale Lakes,25.7081,-80.4078,United States,US,USA,Florida,,52141.0,1840029045
Cathedral City,Cathedral City,33.8362,-116.4642,United States,US,USA,California,,52047.0,1840019293
Florissant,Florissant,38.7996,-90.3269,United States,US,USA,Missouri,,51915.0,1840008586
Catalina Foothills,Catalina Foothills,32.3046,-110.8838,United States,US,USA,Arizona,,51756.0,1840018110
West New York,West New York,40.7857,-74.0094,United States,US,USA,New Jersey,,51683.0,1840001035
Lincoln,Lincoln,38.8774,-121.2937,United States,US,USA,California,,51629.0,1840020231
Dunwoody,Dunwoody,33.9418,-84.3122,United States,US,USA,Georgia,,51563.0,1840022929
Levittown,Levittown,40.7241,-73.5125,United States,US,USA,New York,,51557.0,1840005270
Palm Desert,Palm Desert,33.7378,-116.3695,United States,US,USA,California,,51551.0,1840020555
Mooresville,Mooresville,35.5847,-80.8266,United States,US,USA,North Carolina,,51447.0,1840016215
Little Elm,Little Elm,33.1858,-96.9295,United States,US,USA,Texas,,51426.0,1840020640
Glendora,Glendora,34.1449,-117.8467,United States,US,USA,California,,51350.0,1840020484
Burien,Burien,47.4762,-122.3394,United States,US,USA,Washington,,51331.0,1840018420
Aliso Viejo,Aliso Viejo,33.5792,-117.7289,United States,US,USA,California,,51320.0,1840019321
Summerville,Summerville,33.0016,-80.1799,United States,US,USA,South Carolina,,51262.0,1840016886
Collierville,Collierville,35.047,-89.6987,United States,US,USA,Tennessee,,51212.0,1840016403
Tamiami,Tamiami,25.7556,-80.4016,United States,US,USA,Florida,,51201.0,1840029085
Wake Forest,Wake Forest,35.9632,-78.514,United States,US,USA,North Carolina,,51199.0,1840016199
Hoffman Estates,Hoffman Estates,42.064,-88.1468,United States,US,USA,Illinois,,51186.0,1840011263
Westfield,Westfield,40.0341,-86.1529,United States,US,USA,Indiana,,51109.0,1840010500
Columbus,Columbus,39.2093,-85.9183,United States,US,USA,Indiana,,51104.0,1840013714
Troy,Troy,42.7354,-73.6751,United States,US,USA,New York,,51054.0,1840003087
Country Club,Country Club,25.9407,-80.3102,United States,US,USA,Florida,,51000.0,1840029029
Burleson,Burleson,32.517,-97.3344,United States,US,USA,Texas,,50981.0,1840019467
East Honolulu,East Honolulu,21.2975,-157.7211,United States,US,USA,Hawaii,,50961.0,1840039181
Levittown,Levittown,40.1533,-74.8531,United States,US,USA,Pennsylvania,,50930.0,1840005408
Mishawaka,Mishawaka,41.6742,-86.1666,United States,US,USA,Indiana,,50907.0,1840014695
Grapevine,Grapevine,32.9343,-97.0742,United States,US,USA,Texas,,50875.0,1840020697
Cuyahoga Falls,Cuyahoga Falls,41.1641,-81.5207,United States,US,USA,Ohio,,50864.0,1840000795
Delano,Delano,35.7662,-119.2635,United States,US,USA,California,,50835.0,1840019151
Enid,Enid,36.4063,-97.87,United States,US,USA,Oklahoma,,50821.0,1840020373
Milford city,Milford city,41.2255,-73.0625,United States,US,USA,Connecticut,,50749.0,1840028605
El Dorado Hills,El Dorado Hills,38.675,-121.049,United States,US,USA,California,,50553.0,1840017565
Haverford,Haverford,39.9868,-75.3164,United States,US,USA,Pennsylvania,,50465.0,1840152844
Irondequoit,Irondequoit,43.2096,-77.5705,United States,US,USA,New York,,50438.0,1840058201
Rosemead,Rosemead,34.0689,-118.0823,United States,US,USA,California,,50340.0,1840020495
McLean,McLean,38.9436,-77.1943,United States,US,USA,Virginia,,50232.0,1840006018
Lakewood,Lakewood,41.4822,-81.8008,United States,US,USA,Ohio,,50229.0,1840000608
Jeffersonville,Jeffersonville,38.3376,-85.7026,United States,US,USA,Indiana,,50176.0,1840008642
Draper,Draper,40.4957,-111.8605,United States,US,USA,Utah,,50159.0,1840018747
Covina,Covina,34.0903,-117.8818,United States,US,USA,California,,50143.0,1840019241
Murray,Murray,40.6498,-111.8874,United States,US,USA,Utah,,49904.0,1840020159
Downers Grove,Downers Grove,41.7949,-88.0172,United States,US,USA,Illinois,,49867.0,1840011404
Rockwall,Rockwall,32.9169,-96.4374,United States,US,USA,Texas,,49605.0,1840020717
Chesterfield,Chesterfield,38.6589,-90.5803,United States,US,USA,Missouri,,49591.0,1840007446
St. Louis Park,St. Louis Park,44.9488,-93.3649,United States,US,USA,Minnesota,,49541.0,1840008935
Florin,Florin,38.4832,-121.4043,United States,US,USA,California,,49536.0,1840017581
Cypress,Cypress,33.8171,-118.0386,United States,US,USA,California,,49531.0,1840019327
Eagle Mountain,Eagle Mountain,40.3137,-112.0114,United States,US,USA,Utah,,49514.0,1840018757
North Bethesda,North Bethesda,39.0393,-77.1191,United States,US,USA,Maryland,,49498.0,1840031494
East Brunswick,East Brunswick,40.4281,-74.4179,United States,US,USA,New Jersey,,49411.0,1840081693
Azusa,Azusa,34.1386,-117.9124,United States,US,USA,California,,49318.0,1840019226
Lawrence,Lawrence,39.8674,-85.9904,United States,US,USA,Indiana,,49284.0,1840008434
Coral Gables,Coral Gables,25.7037,-80.2715,United States,US,USA,Florida,,49243.0,1840015147
Everett,Everett,42.4064,-71.0545,United States,US,USA,Massachusetts,,49236.0,1840000425
Barnstable,Barnstable,41.6655,-70.3639,United States,US,USA,Massachusetts,,49232.0,1840031233
Bedford,Bedford,32.8464,-97.135,United States,US,USA,Texas,,49191.0,1840019424
Antelope,Antelope,38.7153,-121.361,United States,US,USA,California,,49080.0,1840022490
Dublin,Dublin,40.1112,-83.1454,United States,US,USA,Ohio,,49031.0,1840008389
Portage,Portage,42.2,-85.5906,United States,US,USA,Michigan,,49015.0,1840003183
Biloxi,Biloxi,30.4426,-88.9514,United States,US,USA,Mississippi,,49011.0,1840013948
Titusville,Titusville,28.5727,-80.8193,United States,US,USA,Florida,,49004.0,1840015962
Euclid,Euclid,41.5903,-81.5188,United States,US,USA,Ohio,,48991.0,1840000600
Washington,Washington,39.7469,-75.0724,United States,US,USA,New Jersey,,48961.0,1840144649
Ceres,Ceres,37.5952,-120.962,United States,US,USA,California,,48918.0,1840018910
University,University,28.0771,-82.4335,United States,US,USA,Florida,,48868.0,1840073852
Stillwater,Stillwater,36.1317,-97.0742,United States,US,USA,Oklahoma,,48818.0,1840021675
Leesburg,Leesburg,39.1057,-77.5544,United States,US,USA,Virginia,,48788.0,1840005872
Rye,Rye,41.0075,-73.6872,United States,US,USA,New York,,48783.0,1840000784
Bothell,Bothell,47.7735,-122.2044,United States,US,USA,Washington,,48610.0,1840018419
Tuckahoe,Tuckahoe,37.5878,-77.5858,United States,US,USA,Virginia,,48610.0,1840006395
Cedar Hill,Cedar Hill,32.581,-96.9591,United States,US,USA,Texas,,48547.0,1840019433
Poway,Poway,32.9871,-117.0201,United States,US,USA,California,,48515.0,1840020624
Orangetown,Orangetown,41.0527,-73.9475,United States,US,USA,New York,,48421.0,1840087755
Cerritos,Cerritos,33.8678,-118.0686,United States,US,USA,California,,48340.0,1840019215
Monroe,Monroe,40.3191,-74.4286,United States,US,USA,New Jersey,,48299.0,1840056354
West Orange,West Orange,40.7893,-74.2628,United States,US,USA,New Jersey,,48276.0,1840131596
Hilo,Hilo,19.6883,-155.0863,United States,US,USA,Hawaii,,48223.0,1840023193
Niagara Falls,Niagara Falls,43.0921,-79.0147,United States,US,USA,New York,,48198.0,1840000371
Fort Pierce,Fort Pierce,27.4255,-80.3431,United States,US,USA,Florida,,48094.0,1840014178
San Luis Obispo,San Luis Obispo,35.2669,-120.669,United States,US,USA,California,,48039.0,1840021734
Minot,Minot,48.2375,-101.278,United States,US,USA,North Dakota,,47922.0,1840000053
North Highlands,North Highlands,38.6713,-121.3721,United States,US,USA,California,,47900.0,1840018841
Ocoee,Ocoee,28.5796,-81.5332,United States,US,USA,Florida,,47885.0,1840015098
Roswell,Roswell,33.373,-104.5294,United States,US,USA,New Mexico,,47823.0,1840020549
Wilson,Wilson,35.7311,-77.9284,United States,US,USA,North Carolina,,47740.0,1840015383
Egg Harbor,Egg Harbor,39.3787,-74.6102,United States,US,USA,New Jersey,,47723.0,1840081582
Wauwatosa,Wauwatosa,43.0616,-88.0347,United States,US,USA,Wisconsin,,47718.0,1840003033
Glenview,Glenview,42.0825,-87.8214,United States,US,USA,Illinois,,47682.0,1840011280
Middletown,Middletown,41.5476,-72.6549,United States,US,USA,Connecticut,,47646.0,1840004844
Evesham,Evesham,39.8605,-74.8947,United States,US,USA,New Jersey,,47612.0,1840081613
Oro Valley,Oro Valley,32.4208,-110.9767,United States,US,USA,Arizona,,47595.0,1840023058
Brea,Brea,33.9254,-117.8655,United States,US,USA,California,,47337.0,1840019323
Rancho Santa Margarita,Rancho Santa Margarita,33.6318,-117.5988,United States,US,USA,California,,47257.0,1840020584
Roseville,Roseville,42.5074,-82.9369,United States,US,USA,Michigan,,47240.0,1840003092
Mentor,Mentor,41.6893,-81.3362,United States,US,USA,Ohio,,47215.0,1840000539
Winter Garden,Winter Garden,28.5421,-81.5967,United States,US,USA,Florida,,47182.0,1840015965
Newark,Newark,37.5201,-122.0307,United States,US,USA,California,,47145.0,1840020295
Henrietta,Henrietta,43.0555,-77.6413,United States,US,USA,New York,,47134.0,1840058179
Perinton,Perinton,43.0781,-77.4283,United States,US,USA,New York,,47121.0,1840087790
East Providence,East Providence,41.8065,-71.3565,United States,US,USA,Rhode Island,,46970.0,1840003288
Goose Creek,Goose Creek,32.9927,-80.0055,United States,US,USA,South Carolina,,46964.0,1840013761
La Mirada,La Mirada,33.9025,-118.0093,United States,US,USA,California,,46945.0,1840020512
Huntsville,Huntsville,30.7009,-95.5567,United States,US,USA,Texas,,46917.0,1840019565
Rowland Heights,Rowland Heights,33.9716,-117.8912,United States,US,USA,California,,46787.0,1840019211
Beavercreek,Beavercreek,39.731,-84.0624,United States,US,USA,Ohio,,46787.0,1840007312
Los Banos,Los Banos,37.063,-120.8406,United States,US,USA,California,,46776.0,1840020312
Prescott,Prescott,34.5849,-112.4473,United States,US,USA,Arizona,,46744.0,1840020436
South Brunswick,South Brunswick,40.384,-74.5256,United States,US,USA,New Jersey,,46686.0,1840081692
Gallatin,Gallatin,36.3782,-86.4698,United States,US,USA,Tennessee,,46667.0,1840013295
Olive Branch,Olive Branch,34.961,-89.8469,United States,US,USA,Mississippi,,46538.0,1840014641
Attleboro,Attleboro,41.9311,-71.295,United States,US,USA,Massachusetts,,46499.0,1840000496
Salina,Salina,38.8136,-97.6143,United States,US,USA,Kansas,,46432.0,1840001647
Farmington,Farmington,36.7555,-108.1823,United States,US,USA,New Mexico,,46339.0,1840020349
Whitney,Whitney,36.1008,-115.0379,United States,US,USA,Nevada,,46268.0,1840033834
Potomac,Potomac,39.0141,-77.1943,United States,US,USA,Maryland,,46230.0,1840005837
Urbandale,Urbandale,41.639,-93.7812,United States,US,USA,Iowa,,46026.0,1840010184
Strongsville,Strongsville,41.3128,-81.8313,United States,US,USA,Ohio,,46022.0,1840003415
Arlington,Arlington,42.4187,-71.1639,United States,US,USA,Massachusetts,,46015.0,1840053631
Bridgewater,Bridgewater,40.5934,-74.6076,United States,US,USA,New Jersey,,45943.0,1840081701
Middletown,Middletown,40.179,-74.9059,United States,US,USA,Pennsylvania,,45860.0,1840152880
Pahrump,Pahrump,36.2235,-115.9974,United States,US,USA,Nevada,,45811.0,1840018821
Hackensack,Hackensack,40.8891,-74.0462,United States,US,USA,New Jersey,,45768.0,1840003556
Wentzville,Wentzville,38.8153,-90.8669,United States,US,USA,Missouri,,45734.0,1840010717
Plainfield,Plainfield,41.6207,-88.2253,United States,US,USA,Illinois,,45705.0,1840011495
Haltom City,Haltom City,32.8176,-97.2707,United States,US,USA,Texas,,45681.0,1840020698
Altamonte Springs,Altamonte Springs,28.6615,-81.3953,United States,US,USA,Florida,,45657.0,1840014072
Keller,Keller,32.9335,-97.2256,United States,US,USA,Texas,,45598.0,1840019428
Odenton,Odenton,39.0661,-76.6938,United States,US,USA,Maryland,,45585.0,1840005912
Ashburn,Ashburn,39.0277,-77.4714,United States,US,USA,Virginia,,45551.0,1840024495
Elmhurst,Elmhurst,41.8973,-87.9432,United States,US,USA,Illinois,,45538.0,1840008142
Manchester,Manchester,39.9652,-74.3738,United States,US,USA,New Jersey,,45527.0,1840081608
Mount Laurel,Mount Laurel,39.9483,-74.9047,United States,US,USA,New Jersey,,45427.0,1840081624
East Lansing,East Lansing,42.748,-84.4836,United States,US,USA,Michigan,,45394.0,1840003101
West Seneca,West Seneca,42.8374,-78.7509,United States,US,USA,New York,,45329.0,1840058604
Webster,Webster,43.2294,-77.4454,United States,US,USA,New York,,45276.0,1840004286
Brentwood,Brentwood,35.9918,-86.7758,United States,US,USA,Tennessee,,45272.0,1840013381
Sayreville,Sayreville,40.4656,-74.3237,United States,US,USA,New Jersey,,45237.0,1840001332
Sierra Vista,Sierra Vista,31.563,-110.3153,United States,US,USA,Arizona,,45203.0,1840022103
Morgan Hill,Morgan Hill,37.1325,-121.6419,United States,US,USA,California,,45152.0,1840020331
Bountiful,Bountiful,40.8721,-111.8647,United States,US,USA,Utah,,45093.0,1840018737
Littleton,Littleton,39.5915,-105.0188,United States,US,USA,Colorado,,45092.0,1840020213
Pearl City,Pearl City,21.4031,-157.9566,United States,US,USA,Hawaii,,45079.0,1840023251
Lancaster,Lancaster,42.9099,-78.6378,United States,US,USA,New York,,45027.0,1840004387
Lake Ridge,Lake Ridge,38.6847,-77.3066,United States,US,USA,Virginia,,45007.0,1840006099
Shakopee,Shakopee,44.7745,-93.4772,United States,US,USA,Minnesota,,45002.0,1840008955
Palm Springs,Palm Springs,33.8017,-116.5382,United States,US,USA,California,,44998.0,1840020556
Clermont,Clermont,28.5325,-81.7208,United States,US,USA,Florida,,44984.0,1840015080
Riverton,Riverton,40.5176,-111.9636,United States,US,USA,Utah,,44944.0,1840020157
The Colony,The Colony,33.0925,-96.8976,United States,US,USA,Texas,,44916.0,1840022005
Mankato,Mankato,44.1715,-93.9772,United States,US,USA,Minnesota,,44882.0,1840008975
West Lafayette,West Lafayette,40.4432,-86.9238,United States,US,USA,Indiana,,44802.0,1840010430
Mount Pleasant,Mount Pleasant,41.1119,-73.8121,United States,US,USA,New York,,44753.0,1840058325
Moorhead,Moorhead,46.8673,-96.7461,United States,US,USA,Minnesota,,44706.0,1840007731
Cleveland Heights,Cleveland Heights,41.5113,-81.5636,United States,US,USA,Ohio,,44694.0,1840000597
North Lauderdale,North Lauderdale,26.2113,-80.2209,United States,US,USA,Florida,,44650.0,1840015138
Fairfield,Fairfield,39.3301,-84.5409,United States,US,USA,Ohio,,44597.0,1840003802
Sicklerville,Sicklerville,39.7452,-74.9934,United States,US,USA,New Jersey,,44500.0,1840033409
Fond du Lac,Fond du Lac,43.7718,-88.4397,United States,US,USA,Wisconsin,,44491.0,1840002603
Cutler Bay,Cutler Bay,25.5765,-80.3356,United States,US,USA,Florida,,44483.0,1840017276
Rohnert Park,Rohnert Park,38.3479,-122.6965,United States,US,USA,California,,44461.0,1840020243
Oakley,Oakley,37.9929,-121.6952,United States,US,USA,California,,44311.0,1840020279
Salem,Salem,42.5129,-70.9021,United States,US,USA,Massachusetts,,44241.0,1840000410
Berkeley,Berkeley,39.9156,-74.1923,United States,US,USA,New Jersey,,44222.0,1840081604
Concord,Concord,43.2305,-71.5595,United States,US,USA,New Hampshire,admin,44219.0,1840002747
Wilkes-Barre,Wilkes-Barre,41.2469,-75.876,United States,US,USA,Pennsylvania,,44217.0,1840000777
North Fort Myers,North Fort Myers,26.7244,-81.8485,United States,US,USA,Florida,,44189.0,1840014222
El Centro,El Centro,32.7865,-115.5595,United States,US,USA,California,,44186.0,1840020630
Freeport,Freeport,40.6515,-73.585,United States,US,USA,New York,,44102.0,1840005288
Saratoga Springs,Saratoga Springs,40.345,-111.9154,United States,US,USA,Utah,,44070.0,1840021397
Oakland Park,Oakland Park,26.178,-80.1528,United States,US,USA,Florida,,44015.0,1840015139
Columbia,Columbia,35.6238,-87.0484,United States,US,USA,Tennessee,,43971.0,1840014518
Greenacres,Greenacres,26.627,-80.1371,United States,US,USA,Florida,,43871.0,1840036057
Hicksville,Hicksville,40.7637,-73.5245,United States,US,USA,New York,,43868.0,1840005266
North Brunswick,North Brunswick,40.4505,-74.4798,United States,US,USA,New Jersey,,43867.0,1840081694
Lompoc,Lompoc,34.6618,-120.4714,United States,US,USA,California,,43819.0,1840020468
Lombard,Lombard,41.8741,-88.0157,United States,US,USA,Illinois,,43722.0,1840011402
Spanish Fork,Spanish Fork,40.1101,-111.6405,United States,US,USA,Utah,,43632.0,1840021398
Linden,Linden,40.6251,-74.2383,United States,US,USA,New Jersey,,43614.0,1840001094
Waxahachie,Waxahachie,32.4035,-96.8446,United States,US,USA,Texas,,43591.0,1840022083
Pittsfield,Pittsfield,42.4517,-73.2605,United States,US,USA,Massachusetts,,43559.0,1840003116
Channelview,Channelview,29.7914,-95.1144,United States,US,USA,Texas,,43536.0,1840018253
Ormond Beach,Ormond Beach,29.2985,-81.1014,United States,US,USA,Florida,,43514.0,1840015076
Newnan,Newnan,33.3767,-84.7761,United States,US,USA,Georgia,,43510.0,1840014833
Hillsborough,Hillsborough,40.4985,-74.674,United States,US,USA,New Jersey,,43477.0,1840081699
Woodbridge,Woodbridge,38.6409,-77.258,United States,US,USA,Virginia,,43443.0,1840006106
Holly Springs,Holly Springs,35.6526,-78.8399,United States,US,USA,North Carolina,,43429.0,1840016193
Danville,Danville,37.8121,-121.9698,United States,US,USA,California,,43426.0,1840021532
Burke,Burke,38.7773,-77.2633,United States,US,USA,Virginia,,43336.0,1840006014
Huber Heights,Huber Heights,39.8595,-84.113,United States,US,USA,Ohio,,43266.0,1840003782
West Babylon,West Babylon,40.7129,-73.3585,United States,US,USA,New York,,43239.0,1840005109
Delaware,Delaware,40.2851,-83.0741,United States,US,USA,Ohio,,43168.0,1840007237
Schertz,Schertz,29.565,-98.2535,United States,US,USA,Texas,,43128.0,1840022213
North Miami Beach,North Miami Beach,25.9302,-80.1659,United States,US,USA,Florida,,43104.0,1840015155
Woonsocket,Woonsocket,42.001,-71.4993,United States,US,USA,Rhode Island,,43074.0,1840003290
Hollister,Hollister,36.8555,-121.3986,United States,US,USA,California,,43003.0,1840020354
Campbell,Campbell,37.2802,-121.9539,United States,US,USA,California,,42848.0,1840018949
Buffalo Grove,Buffalo Grove,42.1675,-87.9615,United States,US,USA,Illinois,,42824.0,1840010143
Edmonds,Edmonds,47.8115,-122.3533,United States,US,USA,Washington,,42783.0,1840037645
Catonsville,Catonsville,39.2646,-76.7424,United States,US,USA,Maryland,,42717.0,1840005679
Manassas,Manassas,38.7479,-77.4838,United States,US,USA,Virginia,,42674.0,1840003839
Vineyard,Vineyard,38.474,-121.324,United States,US,USA,California,,42645.0,1840018846
Puyallup,Puyallup,47.1793,-122.2902,United States,US,USA,Washington,,42642.0,1840019859
San Bruno,San Bruno,37.6256,-122.4313,United States,US,USA,California,,42612.0,1840021549
Coachella,Coachella,33.6905,-116.143,United States,US,USA,California,,42594.0,1840019294
Jefferson City,Jefferson City,38.5676,-92.1759,United States,US,USA,Missouri,admin,42565.0,1840008615
French Valley,French Valley,33.5999,-117.1069,United States,US,USA,California,,42550.0,1840075867
Midland,Midland,43.6241,-84.2319,United States,US,USA,Michigan,,42461.0,1840002660
Beverly,Beverly,42.5681,-70.8627,United States,US,USA,Massachusetts,,42408.0,1840000411
Mableton,Mableton,33.8133,-84.5655,United States,US,USA,Georgia,,42403.0,1840013690
Danville,Danville,36.5831,-79.4088,United States,US,USA,Virginia,,42239.0,1840003878
Moline,Moline,41.4821,-90.492,United States,US,USA,Illinois,,42235.0,1840008181
Bullhead City,Bullhead City,35.1205,-114.5461,United States,US,USA,Arizona,,42193.0,1840019748
Peachtree Corners,Peachtree Corners,33.967,-84.232,United States,US,USA,Georgia,,42184.0,1840029447
Linton Hall,Linton Hall,38.7551,-77.575,United States,US,USA,Virginia,,42077.0,1840006100
Coppell,Coppell,32.9639,-96.9903,United States,US,USA,Texas,,42029.0,1840019439
Annandale,Annandale,38.8324,-77.196,United States,US,USA,Virginia,,41982.0,1840006011
Lebanon,Lebanon,36.204,-86.3481,United States,US,USA,Tennessee,,41951.0,1840014466
Altadena,Altadena,34.1927,-118.1346,United States,US,USA,California,,41921.0,1840017918
Cortlandt,Cortlandt,41.2552,-73.9018,United States,US,USA,New York,,41886.0,1840087347
Land O' Lakes,Land O' Lakes,28.2075,-82.4476,United States,US,USA,Florida,,41845.0,1840014120
Grove City,Grove City,39.8654,-83.069,United States,US,USA,Ohio,,41831.0,1840007264
Belleville,Belleville,38.5164,-89.99,United States,US,USA,Illinois,,41722.0,1840007486
Post Falls,Post Falls,47.7213,-116.9384,United States,US,USA,Idaho,,41716.0,1840019811
Billerica,Billerica,42.5587,-71.2673,United States,US,USA,Massachusetts,,41700.0,1840053475
Marion,Marion,42.0451,-91.585,United States,US,USA,Iowa,,41690.0,1840008099
Hempfield,Hempfield,40.2847,-79.5841,United States,US,USA,Pennsylvania,,41680.0,1840151151
Fitchburg,Fitchburg,42.5912,-71.8156,United States,US,USA,Massachusetts,,41633.0,1840000435
Brookfield,Brookfield,43.064,-88.1231,United States,US,USA,Wisconsin,,41592.0,1840003012
Coram,Coram,40.8812,-73.0059,United States,US,USA,New York,,41527.0,1840005032
Marlboro,Marlboro,40.3427,-74.2567,United States,US,USA,New Jersey,,41506.0,1840081649
Teaneck,Teaneck,40.89,-74.0107,United States,US,USA,New Jersey,,41499.0,1840081757
Princeton,Princeton,25.5396,-80.3971,United States,US,USA,Florida,,41476.0,1840014248
Weslaco,Weslaco,26.1599,-97.9877,United States,US,USA,Texas,,41437.0,1840022258
Shelton,Shelton,41.306,-73.1383,United States,US,USA,Connecticut,,41402.0,1840004840
Marlborough,Marlborough,42.3494,-71.5468,United States,US,USA,Massachusetts,,41398.0,1840000427
Milton,Milton,34.1353,-84.3139,United States,US,USA,Georgia,,41305.0,1840014738
Rancho Palos Verdes,Rancho Palos Verdes,33.7554,-118.3634,United States,US,USA,California,,41259.0,1840020508
Hallandale Beach,Hallandale Beach,25.9854,-80.1423,United States,US,USA,Florida,,41224.0,1840014237
Woburn,Woburn,42.4869,-71.1543,United States,US,USA,Massachusetts,,41205.0,1840003124
Brighton,Brighton,39.9716,-104.7963,United States,US,USA,Colorado,,41196.0,1840018784
Indian Trail,Indian Trail,35.0699,-80.6452,United States,US,USA,North Carolina,,41146.0,1840016453
Reynoldsburg,Reynoldsburg,39.9588,-82.7943,United States,US,USA,Ohio,,41032.0,1840009473
Romeoville,Romeoville,41.6318,-88.0997,United States,US,USA,Illinois,,40996.0,1840011489
Maplewood,Maplewood,44.9842,-93.0247,United States,US,USA,Minnesota,,40981.0,1840008937
Lynnwood,Lynnwood,47.8284,-122.3033,United States,US,USA,Washington,,40953.0,1840019788
Lancaster,Lancaster,39.7248,-82.6049,United States,US,USA,Ohio,,40902.0,1840003781
Covington,Covington,39.0334,-84.5166,United States,US,USA,Kentucky,,40902.0,1840014263
Mount Juliet,Mount Juliet,36.199,-86.5115,United States,US,USA,Tennessee,,40828.0,1840014465
Friendswood,Friendswood,29.511,-95.1981,United States,US,USA,Texas,,40827.0,1840020969
Germantown,Germantown,35.0829,-89.7824,United States,US,USA,Tennessee,,40812.0,1840013473
Lancaster,Lancaster,32.5922,-96.7739,United States,US,USA,Texas,,40753.0,1840020714
Annapolis,Annapolis,38.9706,-76.5047,United States,US,USA,Maryland,admin,40744.0,1840005928
Meadow Woods,Meadow Woods,28.3698,-81.3467,United States,US,USA,Florida,,40741.0,1840029057
Westfield,Westfield,42.1382,-72.7561,United States,US,USA,Massachusetts,,40673.0,1840000463
Essex,Essex,39.3021,-76.4449,United States,US,USA,Maryland,,40670.0,1840005675
Manalapan,Manalapan,40.28,-74.3436,United States,US,USA,New Jersey,,40666.0,1840081648
Cedar Falls,Cedar Falls,42.5195,-92.4536,United States,US,USA,Iowa,,40662.0,1840006946
Kearny,Kearny,40.7528,-74.1202,United States,US,USA,New Jersey,,40570.0,1840003601
Bartlett,Bartlett,41.9804,-88.2071,United States,US,USA,Illinois,,40531.0,1840011246
Penn Hills,Penn Hills,40.4762,-79.8254,United States,US,USA,Pennsylvania,,40528.0,1840133217
Woodlawn,Woodlawn,39.3054,-76.7489,United States,US,USA,Maryland,,40476.0,1840005697
DeKalb,DeKalb,41.9314,-88.7481,United States,US,USA,Illinois,,40464.0,1840007033
Pine Bluff,Pine Bluff,34.2116,-92.0173,United States,US,USA,Arkansas,,40436.0,1840014699
Crystal Lake,Crystal Lake,42.2333,-88.3351,United States,US,USA,Illinois,,40436.0,1840006969
New Berlin,New Berlin,42.9726,-88.1291,United States,US,USA,Wisconsin,,40384.0,1840003025
Lake Oswego,Lake Oswego,45.4129,-122.7004,United States,US,USA,Oregon,,40367.0,1840019955
Findlay,Findlay,41.0469,-83.6379,United States,US,USA,Ohio,,40280.0,1840000886
Valley Stream,Valley Stream,40.6647,-73.7043,United States,US,USA,New York,,40278.0,1840005331
The Acreage,The Acreage,26.774,-80.2779,United States,US,USA,Florida,,40188.0,1840026061
Cottage Grove,Cottage Grove,44.8161,-92.9274,United States,US,USA,Minnesota,,40124.0,1840006735
Cape Girardeau,Cape Girardeau,37.3109,-89.5597,United States,US,USA,Missouri,,40047.0,1840007598
Plant City,Plant City,28.014,-82.1201,United States,US,USA,Florida,,40009.0,1840015115
Culver City,Culver City,34.0058,-118.3968,United States,US,USA,California,,39993.0,1840019243
Oviedo,Oviedo,28.658,-81.1872,United States,US,USA,Florida,,39990.0,1840015089
Hurst,Hurst,32.8353,-97.1809,United States,US,USA,Texas,,39912.0,1840019427
Winslow,Winslow,39.7027,-74.9029,United States,US,USA,New Jersey,,39899.0,1840081680
Hobbs,Hobbs,32.7281,-103.16,United States,US,USA,New Mexico,,39887.0,1840020616
Duncanville,Duncanville,32.646,-96.9127,United States,US,USA,Texas,,39879.0,1840019442
Montclair,Montclair,40.8253,-74.2111,United States,US,USA,New Jersey,,39873.0,1840131597
Waipahu,Waipahu,21.3859,-158.0101,United States,US,USA,Hawaii,,39871.0,1840023258
Northampton,Northampton,40.2104,-75.0014,United States,US,USA,Pennsylvania,,39868.0,1840151117
Hutchinson,Hutchinson,38.0671,-97.9081,United States,US,USA,Kansas,,39837.0,1840001673
DeLand,DeLand,29.0225,-81.2875,United States,US,USA,Florida,,39832.0,1840015071
Fort Lee,Fort Lee,40.8509,-73.9713,United States,US,USA,New Jersey,,39818.0,1840003552
